[1];=;1114608;0,045;
[2];=;1114468;0,032;
[3];=;1114200;0,008;
[4];=;1113944;0,015;
[5];=;1113436;0,061;
[6];=;1113508;0,054;
[7];=;1113436;0,061;
[8];=;1113164;0,085;
[9];=;1113160;0,085;
[10];=;1113152;0,086;
[11];=;1113888;0,020;
[12];=;1114172;0,005;
[13];=;1113732;0,034;
[14];=;1113760;0,032;
[15];=;1113616;0,045;
[16];=;1113848;0,024;
[17];=;1113548;0,051;
